string_field_0,string_field_3,string_field_6,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_45
France,41310,IT Staff / System Administrator,,,,,Python,,,,,,,,,"$20,000 - $40,000"
United States of America,41310,IT Staff / System Administrator,,,,,,,SQL,,,,,,,"$20,000 - $40,000"
United Kingdom,41310,IT Staff / System Administrator,,,CSS,PHP,,,,C#,,,,,VB.NET,"$20,000 - $40,000"
Other Europe,11,Manager of Developers or Team Leader,,,,,,,,C#,C++,C,,,,"$20,000 - $40,000"
South America,11,Manager of Developers or Team Leader,,JavaScript,CSS,PHP,,,,,,,Perl,,,"$20,000 - $40,000"
Other Europe,41435,Manager of Developers or Team Leader,,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,"$20,000 - $40,000"
South America,41435,Manager of Developers or Team Leader,,,,,,,SQL,C#,,,,,,"$20,000 - $40,000"
Mexico,11,Manager of Developers or Team Leader,Java,JavaScript,,,,,SQL,C#,C++,C,,,VB,"$20,000 - $40,000"
Mexico,41435,Manager of Developers or Team Leader,,,,,,,,,C++,C,,,,"$20,000 - $40,000"
South America,11,Manager of Developers or Team Leader,Java,JavaScript,,,,,SQL,,,,,,,"$20,000 - $40,000"
Africa,41435,Manager of Developers or Team Leader,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$20,000 - $40,000"
Other Asia,41435,Manager of Developers or Team Leader,,JavaScript,,,,,SQL,C#,,,,,,"$20,000 - $40,000"
Other Asia,41435,Manager of Developers or Team Leader,,JavaScript,CSS,,,,SQL,C#,C++,C,,,,"$20,000 - $40,000"
South America,11,Manager of Developers or Team Leader,,JavaScript,CSS,PHP,Python,,SQL,,C++,C,,,Lua,"$20,000 - $40,000"
Other Europe,11,Manager of Developers or Team Leader,Java,JavaScript,CSS,,Python,,SQL,C#,C++,C,,,,"$20,000 - $40,000"
Other Europe,11,Manager of Developers or Team Leader,,,,,Python,,,,C++,C,,,,"$20,000 - $40,000"
Italy,11,Manager of Developers or Team Leader,Java,,,,Python,,,,,,,,,"$20,000 - $40,000"
Central America,41310,Manager of Developers or Team Leader,Java,JavaScript,,,,,SQL,C#,,C,,,AS3,"$20,000 - $40,000"
Other Europe,41435,Manager of Developers or Team Leader,,,,,,,SQL,,C++,C,,,,"$20,000 - $40,000"
Other Europe,41435,Manager of Developers or Team Leader,,,,,,,,C#,,,,,,"$20,000 - $40,000"
Other Europe,41435,Manager of Developers or Team Leader,,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,"$20,000 - $40,000"
Other Europe,41310,Manager of Developers or Team Leader,,JavaScript,CSS,,,,SQL,C#,,,,,,"$20,000 - $40,000"
France,41310,Manager of Developers or Team Leader,,,,,,,,C#,,,,,Java,"$20,000 - $40,000"
Russia,41435,Manager of Developers or Team Leader,,,,,,,,C#,,,,,,"$20,000 - $40,000"
United States of America,41310,"Executive (VP of Eng, CTO, CIO, etc.)",,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,Perl,,,"$20,000 - $40,000"
Germany,41435,"Executive (VP of Eng, CTO, CIO, etc.)",Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,ActionScript,"$20,000 - $40,000"
Australia,11,"Executive (VP of Eng, CTO, CIO, etc.)",Java,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,Perl,,,"$20,000 - $40,000"
Other Europe,41435,"Executive (VP of Eng, CTO, CIO, etc.)",,,,PHP,,,SQL,,,,,,,"$20,000 - $40,000"
Other Europe,11,Other,,,,,,,,,,,,,Objective-C,"$40,000 - $60,000"
Africa,41435,Other,Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
Other Europe,41435,Other,,,,,,,SQL,,,,,,R; VBA,"$40,000 - $60,000"
United Kingdom,11,Other,,,,,,,,C#,,C,,,,"$40,000 - $60,000"
Canada,41310,Other,Java,JavaScript,CSS,,,,SQL,,C++,C,,,RPG,"$40,000 - $60,000"
United States of America,<2,Other,,JavaScript,CSS,,,,,,,,,,HTML,"$40,000 - $60,000"
United Kingdom,11,Other,,,,,Python,,,,,,,,R,"$40,000 - $60,000"
Germany,41435,Other,Java,JavaScript,CSS,,,Ruby,,,,,,,,"$40,000 - $60,000"
Other Europe,41310,Other,,,CSS,,,Ruby,,,,,,,,"$40,000 - $60,000"
United States of America,11,Other,,,,,,,,,C++,C,,,fortran,"$40,000 - $60,000"
United States of America,11,Other,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,,"$40,000 - $60,000"
Other Europe,41310,Other,Java,JavaScript,,,,,,,C++,,,,Scala,"$40,000 - $60,000"
United Kingdom,41310,Other,,,CSS,PHP,,,,,,,,,vb,"$40,000 - $60,000"
Canada,<2,Other,Java,,,,,,,,,,,,,"$40,000 - $60,000"
United States of America,11,Other,,,,,Python,,,,,,,,,"$40,000 - $60,000"
United States of America,<2,Other,,,CSS,,,,,,,C,,,,"$40,000 - $60,000"
United Kingdom,11,Other,,,,,,,,,C++,C,,,,"$40,000 - $60,000"
United States of America,41310,Other,,,,,Python,,SQL,C#,,C,,,,"$40,000 - $60,000"
United States of America,11,Other,,JavaScript,CSS,PHP,Python,,,,,C,,,Objective-C,"$40,000 - $60,000"
United Kingdom,11,Other,,,,,Python,,,,C++,,,,Matlab,"$40,000 - $60,000"
Canada,41310,Other,,,CSS,,,,SQL,,,,,,"Java, XSLT, Visual Basic .NET","$40,000 - $60,000"
United States of America,<2,Other,,JavaScript,CSS,,,Ruby,,,,C,,,"Common Lisp, Java","$40,000 - $60,000"
United Kingdom,11,Other,,,,,,,,C#,,,,,,"$40,000 - $60,000"
United States of America,11,Other,,JavaScript,CSS,,,,,,,C,Perl,,"HTML, LaTeX","$40,000 - $60,000"
Australia,41435,Student,Java,,CSS,PHP,,,,,,,,,,"$40,000 - $60,000"
Other Europe,41310,Student,,,,,Python,,,,C++,C,,,Haskell,"$40,000 - $60,000"
Middle East,41435,Student,Java,,,,Python,,SQL,,C++,,,,Prolog,"$40,000 - $60,000"
Other Europe,41435,Student,Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
Italy,<2,Student,Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$40,000 - $60,000"
South America,41310,IT Manager,Java,JavaScript,,PHP,,,,,,C,,,,"$40,000 - $60,000"
United Kingdom,11,IT Manager,Java,JavaScript,CSS,PHP,,,,,,C,,,,"$40,000 - $60,000"
United States of America,41435,IT Manager,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,IT Manager,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,11,IT Manager,,JavaScript,CSS,,,,SQL,C#,,,,,"ASP, Visual Basic","$40,000 - $60,000"
United States of America,41310,IT Manager,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$40,000 - $60,000"
United Kingdom,11,Systems Analyst,,JavaScript,,,,,,,C++,C,Perl,,,"$40,000 - $60,000"
United States of America,41310,Systems Analyst,,JavaScript,CSS,PHP,,,SQL,C#,,C,,,Objective-C,"$40,000 - $60,000"
Other Europe,41435,Systems Analyst,Java,,,,,,,,,,,,assembler,"$40,000 - $60,000"
United Kingdom,41435,Systems Analyst,,JavaScript,CSS,PHP,,,SQL,,,,,,VBscript,"$40,000 - $60,000"
Australia,41310,Systems Analyst,,,,,,,SQL,,,,,,vb,"$40,000 - $60,000"
Other Europe,11,Systems Analyst,,,,,,Ruby,,,,,,,"bash, awk, sed, linc 4gl","$40,000 - $60,000"
United Kingdom,41435,Systems Analyst,,,,,,,SQL,C#,,,,,LabVIEW,"$40,000 - $60,000"
United States of America,41435,Systems Analyst,Java,JavaScript,,,,,,,,,,,,"$40,000 - $60,000"
United States of America,41310,Systems Analyst,,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$40,000 - $60,000"
United Kingdom,11,Systems Analyst,,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
United Kingdom,11,Server Programmer,Java,JavaScript,CSS,PHP,Python,,SQL,,,C,,,,"$40,000 - $60,000"
Other Europe,41310,Server Programmer,Java,,,,,,,,C++,C,,,,"$40,000 - $60,000"
United Kingdom,41435,Server Programmer,Java,,,,,,,,,,,,,"$40,000 - $60,000"
Russia,11,Server Programmer,,,,,,,,,C++,C,,,Lisp,"$40,000 - $60,000"
Africa,41310,Server Programmer,Java,JavaScript,CSS,,Python,,SQL,C#,,,,,,"$40,000 - $60,000"
Other Europe,11,Server Programmer,Java,JavaScript,CSS,PHP,,,,,,,Perl,,,"$40,000 - $60,000"
United Kingdom,11,Server Programmer,,JavaScript,,,,,,,,,Perl,,,"$40,000 - $60,000"
United Kingdom,11,Server Programmer,Java,,,,Python,,,,C++,C,,,,"$40,000 - $60,000"
Germany,41435,Server Programmer,Java,,,,,,SQL,,,C,Perl,,,"$40,000 - $60,000"
Other Europe,41435,Server Programmer,,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,,,,,"$40,000 - $60,000"
Other Europe,11,Server Programmer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Australia,41310,Server Programmer,,,,,Python,,,C#,C++,C,,,,"$40,000 - $60,000"
United Kingdom,41310,Server Programmer,,,,,,,SQL,C#,,,,,vb,"$40,000 - $60,000"
Other Europe,11,Server Programmer,Java,JavaScript,CSS,PHP,Python,,,,,,,,xslt,"$40,000 - $60,000"
United States of America,41310,Server Programmer,Java,JavaScript,,,,,SQL,C#,,C,,,VB6,"$40,000 - $60,000"
Middle East,41435,Server Programmer,,,,,Python,,,C#,C++,C,,,F#,"$40,000 - $60,000"
France,41435,Server Programmer,Java,,,,Python,,,C#,,,,,,"$40,000 - $60,000"
Australasia,41435,Server Programmer,Java,JavaScript,,PHP,Python,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
Netherlands,11,Server Programmer,,,,,,,SQL,C#,,,,,Delphi,"$40,000 - $60,000"
Other Europe,11,Server Programmer,Java,,,,Python,,,,C++,C,,,,"$40,000 - $60,000"
Other Europe,41435,Server Programmer,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
Other Europe,41435,Server Programmer,Java,JavaScript,,,,,SQL,,,,,,,"$40,000 - $60,000"
United Kingdom,11,Server Programmer,,,,,,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
Other Europe,11,Server Programmer,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,C++,C,Perl,,bash tcl objective-c,"$40,000 - $60,000"
Netherlands,41435,Server Programmer,,JavaScript,CSS,,Python,Ruby,SQL,,C++,C,,,,"$40,000 - $60,000"
South America,11,Server Programmer,Java,,,,,,,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Server Programmer,,,CSS,PHP,,Ruby,SQL,C#,,,,,,"$40,000 - $60,000"
Canada,41435,Server Programmer,Java,JavaScript,CSS,,Python,,SQL,,,,Perl,,,"$40,000 - $60,000"
United Kingdom,11,Server Programmer,,JavaScript,CSS,,,,SQL,C#,,,,,vb.net,"$40,000 - $60,000"
United States of America,41435,Database Administrator,,,CSS,,Python,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,41310,Database Administrator,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
Mexico,41435,Kernel / Driver Developer,Java,,,,,,,,,C,,,,"$40,000 - $60,000"
Other Europe,41435,Kernel / Driver Developer,Java,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,,"$40,000 - $60,000"
Germany,11,Kernel / Driver Developer,Java,,,,,,,C#,C++,C,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,,JavaScript,,,Python,,SQL,,C++,C,Perl,,,"$40,000 - $60,000"
Canada,41435,Web Application Developer,,,,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Other Europe,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
India,41435,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,,C++,C,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,,,,,ASP Classic,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,Java,,,,,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Canada,<2,Web Application Developer,Java,JavaScript,,PHP,,,SQL,,C++,C,Perl,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,,JavaScript,CSS,PHP,,,,,,,,,,"$40,000 - $60,000"
United States of America,<2,Web Application Developer,Java,,,,,,,,,,,,,"$40,000 - $60,000"
France,41310,Web Application Developer,Java,JavaScript,,,,,,,,,,,,"$40,000 - $60,000"
United Kingdom,41310,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,VB/VBScript,"$40,000 - $60,000"
United Kingdom,41435,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United Kingdom,41310,Web Application Developer,,,,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,,,,,,,C#,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,Java,,CSS,,,,SQL,,,,,,,"$40,000 - $60,000"
Other Europe,41435,Web Application Developer,Java,JavaScript,CSS,,,,SQL,,,,,,,"$40,000 - $60,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,asp.net,"$40,000 - $60,000"
Canada,11,Web Application Developer,Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,Perl,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,Ruby,,,,,,,Objective-C (OSX),"$40,000 - $60,000"
Australia,41310,Web Application Developer,Java,JavaScript,,PHP,,,SQL,,,,,,coldfusion,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,,,Perl,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,Ruby,SQL,,C++,,,,,"$40,000 - $60,000"
France,11,Web Application Developer,Java,JavaScript,CSS,,,,,,,,,,,"$40,000 - $60,000"
Canada,41435,Web Application Developer,Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,,,,,,,,,"$40,000 - $60,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$40,000 - $60,000"
Other Europe,41435,Web Application Developer,Java,JavaScript,CSS,PHP,Python,,,,,,,,,"$40,000 - $60,000"
United Kingdom,41310,Web Application Developer,Java,JavaScript,CSS,,,,,,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,,"$40,000 - $60,000"
Germany,41435,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Other Europe,41310,Web Application Developer,Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$40,000 - $60,000"
Mexico,41310,Web Application Developer,,JavaScript,,,,Ruby,,C#,,,,,,"$40,000 - $60,000"
United Kingdom,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Other Europe,11,Web Application Developer,,,,,Python,,SQL,C#,,,,,,"$40,000 - $60,000"
Canada,<2,Web Application Developer,Java,,CSS,,,,,C#,C++,C,,,,"$40,000 - $60,000"
Netherlands,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,Java,JavaScript,,,Python,,,,C++,,,,"prolog, lua","$40,000 - $60,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,Ruby,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,C++,,,,,"$40,000 - $60,000"
United States of America,<2,Web Application Developer,,,,PHP,,Ruby,SQL,,,,,,,"$40,000 - $60,000"
Canada,41435,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,,,,,,,,C#,,,,,,"$40,000 - $60,000"
United States of America,<2,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,,,PHP,,,,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,,CSS,PHP,,,,,,,,,,"$40,000 - $60,000"
Australia,41310,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$40,000 - $60,000"
Other Europe,41435,Web Application Developer,Java,,CSS,,Python,,SQL,,,,,,,"$40,000 - $60,000"
France,11,Web Application Developer,Java,JavaScript,CSS,,,,,C#,C++,C,,,,"$40,000 - $60,000"
Germany,11,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,Java,,,,Python,,SQL,,,,,,,"$40,000 - $60,000"
France,41310,Web Application Developer,,,,,,,,C#,,,,,,"$40,000 - $60,000"
Other Europe,41435,Web Application Developer,,JavaScript,,,,,,C#,,,,,"F#, Haskell","$40,000 - $60,000"
France,41435,Web Application Developer,,,CSS,,Python,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
Canada,<2,Web Application Developer,Java,,,,,Ruby,SQL,,C++,C,,,,"$40,000 - $60,000"
France,41310,Web Application Developer,Java,,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Canada,<2,Web Application Developer,Java,,CSS,PHP,,,,,,,,,,"$40,000 - $60,000"
Netherlands,11,Web Application Developer,,JavaScript,CSS,,Python,,SQL,,,,,,,"$40,000 - $60,000"
India,41310,Web Application Developer,,,,PHP,,,,,,,,,,"$40,000 - $60,000"
France,41310,Web Application Developer,Java,JavaScript,CSS,,,,,,,,,,scala,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
Australia,11,Web Application Developer,,,CSS,PHP,,,SQL,,C++,C,,,,"$40,000 - $60,000"
Canada,41435,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
Canada,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
Italy,11,Web Application Developer,,JavaScript,CSS,,,,,C#,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,,,,,,SQL,,C++,,,,VB ASP.NET,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,,,,,,,SQL,C#,,,,,Various,"$40,000 - $60,000"
Netherlands,11,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
France,41435,Web Application Developer,Java,,,PHP,,,SQL,,,,,,Flex,"$40,000 - $60,000"
Other Europe,11,Web Application Developer,Java,JavaScript,CSS,,,,SQL,,C++,C,,,,"$40,000 - $60,000"
Other Europe,41435,Web Application Developer,,,,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Other Europe,41435,Web Application Developer,Java,JavaScript,,PHP,,,SQL,C#,C++,,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Africa,41310,Web Application Developer,,,,,,,,C#,,,,,"VBA, Coldfusion","$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Canada,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
Canada,41435,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,"Flash, Flex, Actionscript","$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
Other Europe,41310,Web Application Developer,Java,JavaScript,CSS,,Python,,SQL,,,,Perl,,Haskell,"$40,000 - $60,000"
Canada,41310,Web Application Developer,Java,JavaScript,,,,,SQL,,,C,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,JavaScript,,,,,,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
France,41310,Web Application Developer,,,,,Python,,,C#,,,,,Objective C,"$40,000 - $60,000"
United States of America,11,Web Application Developer,Java,,,PHP,,,SQL,C#,,C,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$40,000 - $60,000"
United Kingdom,41310,Web Application Developer,,JavaScript,CSS,PHP,,,,,,,,,,"$40,000 - $60,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,C++,C,,,,"$40,000 - $60,000"
United States of America,<2,Web Application Developer,Java,JavaScript,,,Python,,,,,,,,Groovy Haskell,"$40,000 - $60,000"
Netherlands,11,Web Application Developer,Java,JavaScript,CSS,,,Ruby,SQL,C#,,,Perl,,,"$40,000 - $60,000"
Other Europe,41435,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,C,,,,"$40,000 - $60,000"
United Kingdom,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,VB.NET,"$40,000 - $60,000"
United Kingdom,41435,Web Application Developer,,,CSS,,,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41310,Web Application Developer,,,,,,,SQL,C#,,,,,VB.NET,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,VB,"$40,000 - $60,000"
United Kingdom,41435,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,C++,C,,,,"$40,000 - $60,000"
United States of America,41435,Web Application Developer,Java,,CSS,,,,SQL,,,,,,,"$40,000 - $60,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,,,,"$40,000 - $60,000"
