string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
Belgium,2 - 5 years,Desktop developer,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Iran,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Russian Federation,2 - 5 years,Desktop developer,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Desktop developer,,C++,,C#,,,,,,,,,,,,,,LAMP,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Enterprise level services developer,C,C++,,C#,,,,,,,,,Hadoop,,,Java,,,Matlab,,,,,,,,,,,,,,,,SQL Server,,,,,
Italy,6 - 10 years,Enterprise level services developer,,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
Indonesia,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,
United Kingdom,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Iran,2 - 5 years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Mexico,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,,,,,,,
Australia,11+ years,Full-stack web developer,,C++,C++11,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,,
N/A,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Full-stack web developer,C,,,,,,,,,,,,,,,,,LAMP,,MongoDB,Node.js,,,PHP,Python,,,Ruby,,,,,,SQL,,,,,Wordpress,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,,,,,,,
N/A,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Belgium,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Malaysia,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Russian Federation,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,CoffeeScript,Cordova,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,,,,,Wordpress,
Germany,6 - 10 years,Graphics programmer,,C++,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Mobile developer - Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Mobile developer - Android,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
India,2 - 5 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,Mobile developer - iOS,,,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Student,,,,,,CoffeeScript,Cordova,,,,,,,,,Java,JavaScript,,,,Node.js,,,,Python,,,Ruby,,,Scala,,,SQL,,,,,,
India,Less than 1 year,Student,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Student,,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Canada,1 - 2 years,System administrator,,,,,,,,,,,,Go,,,,,,,,,,,,,,,,,Rust,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,SQL Server,,,,,
Germany,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland {Republic},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,6 - 10 years,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,R,,,,,Scala,,,SQL,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,Ruby,,,,,,,,,,,,"Crystal, Mirah"
United States,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Poland,2 - 5 years,Back-end web developer,,,,,Cassandra,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
Spain,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Thailand,1 - 2 years,Back-end web developer,C,,,C#,,,,,,,,,,,,,JavaScript,,Matlab,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
United States,11+ years,Database administrator,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
India,1 - 2 years,Designer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,11+ years,Desktop developer,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Australia,2 - 5 years,Developer with a statistics or mathematics background,,,,,,CoffeeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Embedded application developer,C,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,Less than 1 year,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,Less than 1 year,Front-end web developer,,C++,,,,,,,,,,,,,,Java,,,,,,Objective-C,,,Python,,,,,,,,,,,Swift,,,,
N/A,6 - 10 years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Finland,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Germany,11+ years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,Rust,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,iOS,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,Swift,,,,
Germany,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,Haskell,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
India,Less than 1 year,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
N/A,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Mozambique,2 - 5 years,Full-stack web developer,,,,C#,,,Cordova,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,,SQL Server,,,,Wordpress,
Turkey,6 - 10 years,Full-stack web developer,C,C++,,,,,Cordova,,,,,,,,iOS,Java,JavaScript,,Matlab,,Node.js,Objective-C,Perl,PHP,,,,,,,,,,SQL,,,,,,
Ukraine,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,Haskell,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Italy,11+ years,Graphics programmer,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,Matlab,,,,,,,,,,,,,,,SQL,,,,,,
Russian Federation,2 - 5 years,Machine learning developer,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,2 - 5 years,Mobile developer - Android,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Mobile developer - Android,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2 - 5 years,Mobile developer - Android,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1 - 2 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,Swift,,,,
Cuba,2 - 5 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Mobile developer - iOS,,C++,,,,,,,,,,,,Haskell,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
Russian Federation,2 - 5 years,Quality Assurance,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,R,,Ruby,,,,,,SQL,,,,,,
Germany,6 - 10 years,Student,,,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
India,11+ years,Student,C,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
Italy,Less than 1 year,Student,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
N/A,2 - 5 years,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,Ruby,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,2 - 5 years,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
France,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,,C,C++,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
