string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
Switzerland,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,Perl,PHP,Python,,,,,,,,,,,,,,,
Ireland {Republic},6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Back-end web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Database administrator,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,DB2
United Kingdom,2 - 5 years,Desktop developer,,,,,,,,,,,,,,Haskell,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Finland,6 - 10 years,Enterprise level services developer,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,SQL Server,,Visual Basic,,,
Denmark,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Canada,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,F#,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Australia,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,Winforms
India,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Sweden,11+ years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Canada,2 - 5 years,Full-stack web developer,,C++,C++11,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Belgium,11+ years,Product manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,KSH
Finland,2 - 5 years,Quality Assurance,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Germany,2 - 5 years,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Italy,11+ years,,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Brazil,2 - 5 years,Back-end web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Switzerland,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
India,2 - 5 years,Embedded application developer,C,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,Objective-C,,,,,Redis,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,jQuery
Austria,11+ years,Full-stack web developer,,C++,,C#,,,,,,,,,Hadoop,,iOS,Java,JavaScript,,,,Node.js,Objective-C,,,Python,R,,Ruby,,,Scala,,Spark,SQL,,,,,,
Italy,11+ years,Full-stack web developer,,C++,,C#,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,,Node.js,Objective-C,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
Canada,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,TypeScript
Germany,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,Perl,PHP,,,,,,,,,,,,,,,,
Denmark,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,Python,,,,Rust,,,,,,,,,,,
Denmark,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Australia,2 - 5 years,Graphics programmer,C,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
France,11+ years,Machine learning developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Mobile developer - Android,,,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Croatia,11+ years,Product manager,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,1 - 2 years,Quality Assurance,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,,,,,,,
United Kingdom,11+ years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Back-end web developer,,,,C#,,,,,,,,,,,,Java,,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swift,,,,
Canada,11+ years,Desktop developer,,,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,SQL,,Swift,,,,
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
United Kingdom,11+ years,Developer with a statistics or mathematics background,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,Developer with a statistics or mathematics background,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,Embedded application developer,C,C++,,,,,,,,,,,Hadoop,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Korea South,11+ years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,
Italy,2 - 5 years,"Executive (VP of Eng., CTO, CIO, etc.)",C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,ADA
United States,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,Wordpress,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
Netherlands,2 - 5 years,Full-stack web developer,,,,,,,,Clojure,,,,,,,,,,,,,,,,,,,,Ruby,,,Scala,,,,,,,,,
Norway,1 - 2 years,Quality Assurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
United States,1 - 2 years,Student,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United States,2 - 5 years,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,,,,C++11,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,,,,,,,"OpenGL, Direct3D"
United States,11+ years,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
United Kingdom,11+ years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
Guatemala,6 - 10 years,Back-end web developer,,C++,,C#,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,,,,,,,
Switzerland,2 - 5 years,Desktop developer,,,,,,,,,,,,,,,iOS,Java,,,,,,,,,,,,,,,,,,,,Swift,,,,
United Kingdom,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Finland,11+ years,Front-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Australia,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,Wordpress,
Canada,6 - 10 years,Full-stack web developer,,,,,Cassandra,,,,,,,,,,,Java,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
Germany,2 - 5 years,Full-stack web developer,,,,,Cassandra,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,Python,,Redis,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,
Brazil,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,Redis,,,,,,,SQL,SQL Server,,,,Wordpress,
India,2 - 5 years,Mobile developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2 - 5 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Canada,11+ years,Product manager,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,SQL,,,Visual Basic,,,
Australia,,Student,C,,C++11,,,,,,,,,,,,,,,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
United States,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,System administrator,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,,,,,,,
United Kingdom,6 - 10 years,,,C++,C++11,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,"ActionScript, Haxe, OpenFrameworks"
Germany,11+ years,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
Denmark,2 - 5 years,,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Sweden,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
Canada,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Italy,6 - 10 years,Back-end web developer,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Saudi Arabia,2 - 5 years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,SQL Server,,,,,
United States,2 - 5 years,Business intelligence or data warehousing expert,,,,C#,,CoffeeScript,,,,,,,,,,,,,,,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,Less than 1 year,Desktop developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Australia,6 - 10 years,Desktop developer,C,,,,,,,,,,,,,,,,,,,,,,Perl,PHP,,,,,,,,,,,,,,,,
Canada,11+ years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,NetBSD
Sweden,6 - 10 years,Front-end web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,EmberJS
Brazil,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Canada,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,Rust,Salesforce,,,,SQL,SQL Server,,,,,ColdFusion
Romania,6 - 10 years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
Denmark,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,RavenDB (similar to MongoDB)
United States,2 - 5 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Spain,6 - 10 years,Mobile developer,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Mobile developer - Android,C,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,Ruby,,,,,,SQL,,,,,,
Japan,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,Wordpress,Groovy
United Kingdom,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL/SQL
Argentina,6 - 10 years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,Redis,Ruby,,,,,,SQL,,,,,,
Canada,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Italy,11+ years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
France,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Desktop developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Developer with a statistics or mathematics background,,,,,,,,,,,,,,,,,,,,,,,,,Python,,Redis,,,,,,,,,,,,,
Australia,2 - 5 years,DevOps,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,SQL Server,,,,,
United States,6 - 10 years,Embedded application developer,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Norway,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,PHP,Python,,,,,,,,,,,,,,,Jena
Uruguay,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,Redis,,,,,,,SQL,,,,,,
Korea South,11+ years,Full-stack web developer,C,C++,C++11,,,,,,,,,,,,iOS,Java,JavaScript,,,,Node.js,,,,,,Redis,,,,,,,,,,,,,
Sweden,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,,SQL Server,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,,,,,,,Python,R,,,,,Scala,,,,,,,,,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,Haskell,,Java,JavaScript,,,,,,,,,,,,,,,,,,,Swift,,,,OCaml
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,Go,,,,,JavaScript,,,,Node.js,,,,Python,,,Ruby,,,,,,,,,,,,
United States,11+ years,Graphics programmer,C,C++,C++11,C#,,,,,,,,,,,,Java,JavaScript,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,Mobile developer,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Finland,6 - 10 years,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
Germany,11+ years,,,C++,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,11+ years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,Salesforce,,,,SQL,SQL Server,,Visual Basic,,,
France,11+ years,Desktop developer,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,DevOps,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Finland,6 - 10 years,Embedded application developer,C,C++,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,Wordpress,
Spain,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,,Cordova,Clojure,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,Scala,,,,,,,,,"React.js, Om, Elasticsearch"
Denmark,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,Scala,,,,,,,,,
India,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Mexico,6 - 10 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,Ruby,,,,,,,,Swift,,,,
United Kingdom,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Denmark,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,Redis,,,,Scala,,,,,,,,,
United Kingdom,6 - 10 years,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Back-end web developer,,C++,,C#,,,,,,,,,Hadoop,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Desktop developer,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,
Sweden,11+ years,Desktop developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Norway,11+ years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,,SQL Server,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,Swift,,,,
Brazil,11+ years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,6 - 10 years,Full-stack web developer,,,,C#,,,Cordova,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
Germany,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Sweden,11+ years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,Visual Basic,,,
United Kingdom,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Developer with a statistics or mathematics background,C,C++,,C#,,,,,,,,,,,,,,,Matlab,,Node.js,,,,Python,R,,,,,,,,SQL,,,,,,
N/A,6 - 10 years,Embedded application developer,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Enterprise level services developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,BizTalk
Canada,11+ years,Enterprise level services developer,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,6 - 10 years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Brazil,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
United Kingdom,11+ years,Full-stack web developer,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,,Python,,,,,,,,,SQL,,,Visual Basic,,,Bash
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,,,,,Wordpress,
Ireland {Republic},11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
United States,Less than 1 year,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,Actionscript
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,XAML
Australia,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,
United States,11+ years,,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,"PROLOG, HTML, CSS"
Canada,11+ years,,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,Gambas
Canada,6 - 10 years,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,ABAP
United Kingdom,11+ years,,,,,,,,,,,,,,,,iOS,Java,,LAMP,,,,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,Swift,,,Wordpress,
Germany,6 - 10 years,Back-end web developer,,,,,,,,Clojure,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Laos,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Italy,11+ years,Developer with a statistics or mathematics background,C,C++,C++11,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
Germany,2 - 5 years,DevOps,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
