string_field_0,string_field_4,string_field_6,string_field_55,string_field_56,string_field_57,string_field_58,string_field_59,string_field_60,string_field_61,string_field_62,string_field_63,string_field_64,string_field_65,string_field_66,string_field_67,string_field_68,string_field_69,string_field_100
Canada,Consulting,Back-End Web Developer,"<$1,000",,,,Java,JavaScript,jQuery,,,,,,,,,"$60,000 - $80,000"
Other Europe,Web Services,Back-End Web Developer,"<$1,000",,,,,,jQuery,,,Objective-C,PHP,,,SQL,,"$20,000 - $40,000"
Australia,Web Services,Back-End Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,"$100,000 - $120,000"
Australia,Software Products,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
India,Software Products,Back-End Web Developer,"<$1,000",C,C++,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
Other Europe,Consulting,Back-End Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
Other Europe,Finance / Banking,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,,,,,"$60,000 - $80,000"
India,Software Products,Back-End Web Developer,Don't know,,,C#,,,,,,,,Python,Ruby,,,"<$20,000"
Germany,Web Services,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,Node.js,,,,,SQL,"Groovy, HTML, CSS, vert.x",Rather not say
Other Europe,Other,Back-End Web Developer,"$1,001 - $5,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
Middle East,Web Services,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
India,Software Products,Back-End Web Developer,Don't know,C,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
Other Europe,Software Products,Back-End Web Developer,Don't know,,,,,,jQuery,,,,,Python,,,,"$80,000 - $100,000"
United States of America,Consulting,Back-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$120,000 - $140,000"
Australia,Web Services,Back-End Web Developer,"$1,001 - $5,000",,,,,,jQuery,,,,,,Ruby,,,"$80,000 - $100,000"
United States of America,Consulting,Back-End Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,"$80,000 - $100,000"
Other Europe,Other,Back-End Web Developer,,C,C++,,Java,JavaScript,jQuery,,,,PHP,,,,,"<$20,000"
Other Europe,Consulting,Back-End Web Developer,,,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,"$20,000 - $40,000"
Other Europe,Software Products,Back-End Web Developer,Don't know,,,,Java,,,,,Objective-C,,,,SQL,,"<$20,000"
Germany,Web Services,Back-End Web Developer,Don't know,,,,Java,JavaScript,,,,,,Python,,SQL,,"$60,000 - $80,000"
India,Software Products,Back-End Web Developer,,,,,,JavaScript,,,,,PHP,,,SQL,,"<$20,000"
Other Europe,Consulting,Back-End Web Developer,"<$1,000",,,,,,jQuery,,,,,,Ruby,,,
United States of America,Web Services,Back-End Web Developer,,,,,,JavaScript,,,,,,,Ruby,SQL,Scala,"$60,000 - $80,000"
India,Software Products,Back-End Web Developer,,,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
Other Europe,Software Products,Back-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,CSS,"$20,000 - $40,000"
Canada,Retail,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Advertising,Back-End Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,mongodb,"$60,000 - $80,000"
Australia,Software Products,Back-End Web Developer,,,,C#,,,jQuery,JQuery,,,,,,,,"$60,000 - $80,000"
United States of America,Web Services,Back-End Web Developer,"$1,001 - $5,000",C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,,,,SQL,,"$60,000 - $80,000"
United Kingdom,Web Services,Back-End Web Developer,"<$1,000",,,,,,jQuery,,,,PHP,,,SQL,asp.net,"$20,000 - $40,000"
United States of America,Other,Back-End Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,,,Rather not say
Canada,Consulting,Back-End Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
Canada,Consulting,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,Python,,SQL,,"$100,000 - $120,000"
Other Europe,Healthcare,Database Administrator,,,C++,C#,Java,,,,,,,,,SQL,,"$40,000 - $60,000"
India,Software Products,Database Administrator,,,,,Java,JavaScript,,,,,,,,,,Rather not say
Africa,Web Services,Database Administrator,"$1,001 - $5,000",,,C#,,,,,,,,Python,Ruby,SQL,,"$40,000 - $60,000"
Other Europe,Other,Database Administrator,,,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
United States of America,Consulting,Database Administrator,,,,,,,,,,,,,,SQL,VBA,"$40,000 - $60,000"
United Kingdom,Consulting,Database Administrator,,,,,Java,,,,,,,Python,,SQL,,"$100,000 - $120,000"
Russia,Software Products,Database Administrator,,,,,,,,,,,,Python,,,,Rather not say
United States of America,Other,Database Administrator,Don't know,,,,,,,,,,,,,SQL,,Rather not say
United States of America,Healthcare,Database Administrator,,,,,,,,,,,,,,SQL,,"$20,000 - $40,000"
Australia,Software Products,Database Administrator,"$10,001 - $25,000",C,C++,,Java,JavaScript,,,,,PHP,Python,,SQL,,"$80,000 - $100,000"
United Kingdom,Web Services,Database Administrator,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
Middle East,Software Products,Front-End Web Developer,Don't know,,,,Java,JavaScript,,,,,,,,,GWT,"$40,000 - $60,000"
Germany,Web Services,Front-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,,,"$40,000 - $60,000"
South America,Web Services,Front-End Web Developer,"<$1,000",,,,Java,JavaScript,jQuery,,,,PHP,,,,,Rather not say
United States of America,Finance / Banking,Front-End Web Developer,,,,,Java,JavaScript,,,,,,Python,Ruby,,,
United Kingdom,Retail,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
Canada,Healthcare,Front-End Web Developer,,,,,Java,JavaScript,,,,,,,,,,"$100,000 - $120,000"
United States of America,Advertising,Front-End Web Developer,,,,,Java,JavaScript,,,,,,,,,,Rather not say
United States of America,Software Products,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,JQuery,Node.js,,,,,,,">$140,000"
Australasia,Consulting,Front-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,,Ruby,,,"$120,000 - $140,000"
United States of America,Advertising,Front-End Web Developer,"$25,001 - $100,000",,,,,JavaScript,jQuery,,,,PHP,,,,,"$80,000 - $100,000"
India,Software Products,Front-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,Objective-C,,,,,adobe flex and adobe air,"<$20,000"
Italy,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,,,,"$20,000 - $40,000"
United States of America,Software Products,Front-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
Other Europe,Software Products,Front-End Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,Node.js,,,,,,,Rather not say
United States of America,Web Services,Front-End Web Developer,"<$1,000",,,C#,Java,JavaScript,,,,,PHP,,,SQL,,
United States of America,Consulting,Front-End Web Developer,,,,C#,,JavaScript,jQuery,JQuery,,,PHP,,,SQL,ASP.NET,"$60,000 - $80,000"
India,Software Products,Front-End Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,,,,,PHP,,,SQL,,Rather not say
India,Consulting,Front-End Web Developer,"$25,001 - $100,000",,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,"$20,000 - $40,000"
United States of America,Software Products,Front-End Web Developer,Don't know,C,,C#,,JavaScript,jQuery,,,,,,,,,"$80,000 - $100,000"
United States of America,Web Services,Front-End Web Developer,,,,C#,,,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Advertising,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,,ASP,"$40,000 - $60,000"
United States of America,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,,,,"$60,000 - $80,000"
Other Asia,Web Services,Front-End Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,,,"<$20,000"
United States of America,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,Objective-C,,,Ruby,,,"$60,000 - $80,000"
Other Europe,Software Products,Front-End Web Developer,"$1,001 - $5,000",,,,Java,,,,,,,,,,actionscript,"$60,000 - $80,000"
United States of America,Web Services,Front-End Web Developer,Don't know,,,C#,,,,,,,,,,SQL,,"$60,000 - $80,000"
Other Asia,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,Python,,,,"$60,000 - $80,000"
Central America,Finance / Banking,Front-End Web Developer,Don't know,,,C#,,JavaScript,,,,,,Python,,SQL,VB.NET,"$60,000 - $80,000"
India,Web Services,Front-End Web Developer,,,,,,,jQuery,,Node.js,,PHP,,,,"html , css","$20,000 - $40,000"
United States of America,Software Products,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,
United States of America,Web Services,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$80,000 - $100,000"
Germany,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,"HTML, CSS, XML, XSLT","$20,000 - $40,000"
Other Europe,Web Services,Front-End Web Developer,"<$1,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$20,000 - $40,000"
United States of America,Web Services,Front-End Web Developer,,,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,"$80,000 - $100,000"
France,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
United States of America,Web Services,Front-End Web Developer,"$10,001 - $25,000",,,,,JavaScript,jQuery,,,,,Python,,,,"$120,000 - $140,000"
Canada,Manufacturing,Front-End Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
United States of America,Software Products,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,
United States of America,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,,,less,"$60,000 - $80,000"
India,Software Products,Front-End Web Developer,,,,,Java,JavaScript,,,,,,,,,"GWT, GXT",Rather not say
United States of America,Web Services,Front-End Web Developer,"<$1,000",,,,,,jQuery,,,,PHP,,,,,"$20,000 - $40,000"
United States of America,Software Products,Front-End Web Developer,Don't know,C,,,,JavaScript,jQuery,,Node.js,,,Python,Ruby,,,"$80,000 - $100,000"
India,Software Products,Front-End Web Developer,,,,C#,,JavaScript,,,,,,,,SQL,,Rather not say
United States of America,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$80,000 - $100,000"
United States of America,Consulting,Front-End Web Developer,,,,,,JavaScript,jQuery,,,,,,,,,"$80,000 - $100,000"
Middle East,Web Services,Front-End Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
United States of America,Software Products,Front-End Web Developer,"<$1,000",,,,,JavaScript,jQuery,JQuery,,,,,,,AS3,Rather not say
United Kingdom,Gaming,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,Node.js,,PHP,,,,,"$40,000 - $60,000"
Germany,Advertising,Front-End Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,PHP,,,,,Rather not say
United States of America,Software Products,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,Python,,SQL,,Rather not say
Canada,Web Services,Front-End Web Developer,Don't know,C,,,,JavaScript,jQuery,,,,,Python,,,,"$40,000 - $60,000"
India,Web Services,Front-End Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,JQuery,,,,,,SQL,,"<$20,000"
United Kingdom,Consulting,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$100,000 - $120,000"
United States of America,Healthcare,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,JQuery,,,PHP,,,SQL,,"$120,000 - $140,000"
United Kingdom,Advertising,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
Italy,Software Products,Front-End Web Developer,Don't know,,,,,JavaScript,,,,,PHP,,,,,"$20,000 - $40,000"
United States of America,Retail,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,,,"$80,000 - $100,000"
Middle East,Software Products,Front-End Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,Node.js,,,,,,,"$40,000 - $60,000"
Canada,Software Products,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Software Products,Front-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,"CSS, PhoneGap","$100,000 - $120,000"
United States of America,Web Services,Front-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,Node.js,,PHP,,,SQL,,"$120,000 - $140,000"
Italy,Web Services,Front-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,,,
United States of America,Consulting,Front-End Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,Node.js,,,,,,,">$140,000"
Canada,Web Services,Front-End Web Developer,,C,,,Java,JavaScript,jQuery,,,,,,,,,"$20,000 - $40,000"
Other Asia,Web Services,Front-End Web Developer,"<$1,000",,,C#,Java,JavaScript,,,,,PHP,,,SQL,,"<$20,000"
United States of America,Consulting,Front-End Web Developer,Don't know,,C++,C#,,JavaScript,jQuery,,Node.js,,,,Ruby,SQL,,"$60,000 - $80,000"
Other Asia,Web Services,Front-End Web Developer,"$1,001 - $5,000",,,,,JavaScript,,,,,,,,,,"$40,000 - $60,000"
Netherlands,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
United Kingdom,Education,Front-End Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,PHP,,,,"CSS, HTML","$20,000 - $40,000"
Other Europe,Consulting,Front-End Web Developer,Don't know,,,C#,,,jQuery,,,Objective-C,,,,SQL,,Rather not say
Other Europe,Education,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,,,"$60,000 - $80,000"
United States of America,Web Services,Front-End Web Developer,,,,,Java,,,,,,,,,,,"$120,000 - $140,000"
United States of America,Web Services,Front-End Web Developer,,,,C#,Java,JavaScript,jQuery,,,,,Python,,SQL,,Rather not say
United States of America,Consulting,Front-End Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,Node.js,,,,Ruby,,,"$120,000 - $140,000"
United States of America,Software Products,Front-End Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,Objective-C,,,,,,"$40,000 - $60,000"
United States of America,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,,,,,PHP,,Ruby,,,"$60,000 - $80,000"
Other Europe,Advertising,Front-End Web Developer,,,,,,JavaScript,jQuery,,,,,,,,,Rather not say
Other Asia,Software Products,Front-End Web Developer,"$1,001 - $5,000",C,C++,C#,Java,JavaScript,jQuery,,,,,,,,Backbone.js,"<$20,000"
India,Software Products,Full-Stack Web Developer,,C,C++,C#,,JavaScript,jQuery,,,,PHP,,,,,"<$20,000"
India,Software Products,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,PERL,Rather not say
India,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,,,"<$20,000"
Other Europe,Other,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
Other Europe,Software Products,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,Rather not say
Australasia,Software Products,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,VB.NET,"$40,000 - $60,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,,"$60,000 - $80,000"
United States of America,Education,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,,,,"$100,000 - $120,000"
Canada,Web Services,Full-Stack Web Developer,"$10,001 - $25,000",,,C#,,,,,,,,,,SQL,,"$80,000 - $100,000"
Italy,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,JQuery,,,PHP,,,SQL,,"$20,000 - $40,000"
United States of America,Consulting,Full-Stack Web Developer,,,,C#,Java,JavaScript,jQuery,JQuery,,,,,,SQL,,"$100,000 - $120,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,Rather not say
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,,,"$60,000 - $80,000"
United States of America,Other,Full-Stack Web Developer,,,,C#,,,,,,,,,,SQL,"VB, Common Lisp","$80,000 - $100,000"
United States of America,Other,Full-Stack Web Developer,Don't know,,,C#,Java,,jQuery,,,Objective-C,,,,SQL,,"$20,000 - $40,000"
United Kingdom,Education,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Finance / Banking,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
United Kingdom,Finance / Banking,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$120,000 - $140,000"
United States of America,Education,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$60,000 - $80,000"
Canada,Web Services,Full-Stack Web Developer,"$25,001 - $100,000",,,,,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,,"$60,000 - $80,000"
South America,Gaming,Full-Stack Web Developer,Don't know,,,,Java,,,,,,,,,,,"<$20,000"
Other Europe,Software Products,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,Java,JavaScript,,,,,,,,,,"$80,000 - $100,000"
Australasia,Web Services,Full-Stack Web Developer,100001,,,,,JavaScript,jQuery,,Node.js,,PHP,,Ruby,SQL,"redis, memcached","$80,000 - $100,000"
United States of America,Web Services,Full-Stack Web Developer,,,,C#,,,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
Other Europe,Software Products,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,SQL,Java EE,"<$20,000"
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,,,Rather not say
United Kingdom,Retail,Full-Stack Web Developer,"$25,001 - $100,000",,,,,JavaScript,jQuery,,Node.js,,,Python,,,,"$120,000 - $140,000"
United States of America,Healthcare,Full-Stack Web Developer,100001,,,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
Netherlands,Software Products,Full-Stack Web Developer,Don't know,,C++,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,"$60,000 - $80,000"
Other Europe,Software Products,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,jQuery,,Node.js,,,,,,,"$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,,,,SQL,VB.NET,"$60,000 - $80,000"
United States of America,Education,Full-Stack Web Developer,100001,,,C#,,JavaScript,jQuery,JQuery,,Objective-C,,,,SQL,,
United Kingdom,Software Products,Full-Stack Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,"$20,000 - $40,000"
South America,Software Products,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"<$20,000"
United Kingdom,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$60,000 - $80,000"
United States of America,Foundation / Non-Profit,Full-Stack Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
United Kingdom,Web Services,Full-Stack Web Developer,"<$1,000",,,,Java,,,,,,,,,,,Rather not say
Other Europe,Manufacturing,Full-Stack Web Developer,,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
Canada,Software Products,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,JQuery,,,,,,SQL,,"$40,000 - $60,000"
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$100,000 - $120,000"
Mexico,Web Services,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,,,"$20,000 - $40,000"
Middle East,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,,Python,Ruby,,,"$40,000 - $60,000"
Australasia,Other,Full-Stack Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
United States of America,Manufacturing,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,Python,,SQL,Django,"$40,000 - $60,000"
United States of America,Education,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,,SQL,"ASP, ColdFusion","$40,000 - $60,000"
United States of America,Other,Full-Stack Web Developer,Don't know,,,,,JavaScript,,,,,,,,,Perl,"$80,000 - $100,000"
Other Europe,Foundation / Non-Profit,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
United States of America,Software Products,Full-Stack Web Developer,"<$1,000",,,C#,Java,JavaScript,,,Node.js,,,,,,,"$120,000 - $140,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,,,"$20,000 - $40,000"
Canada,Foundation / Non-Profit,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,,,"$40,000 - $60,000"
Canada,Software Products,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"$60,000 - $80,000"
United Kingdom,Consulting,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,,"CFML, Railo",
