string_field_0,string_field_5,string_field_6,string_field_7,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50,string_field_51,string_field_52,string_field_53
United States,<2,Back-End Web Developer,Rather not say,,,,Java,,,,PHP,,,SQL,
United Kingdom,6/10/2014,Back-End Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,Ruby,SQL,
South Africa,11,Back-End Web Developer,Rather not say,,,,Java,,,,,,,SQL,
Slovenia,2/5/2014,Back-End Web Developer,Student / Unemployed,,C++,,Java,JavaScript,,,PHP,,,SQL,
Russia,2/5/2014,Back-End Web Developer,"$20,000 - $40,000",,C++,,,,,,,Python,,,
Peru,2/5/2014,Back-End Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,SQL,
India,<2,Back-End Web Developer,Rather not say,,,,,,,,,,,SQL,
Turkey,6/10/2014,Back-End Web Developer,"$20,000 - $40,000",,,C#,Java,JavaScript,,,,,,SQL,
India,<2,Back-End Web Developer,"<$20,000",C,C++,,,JavaScript,,,PHP,,,,
Iceland,2/5/2014,Back-End Web Developer,Rather not say,,,C#,Java,JavaScript,,,,,,,
India,2/5/2014,Back-End Web Developer,Rather not say,,C++,,,JavaScript,,,,,,,
Hungary,6/10/2014,Back-End Web Developer,Rather not say,,,C#,Java,JavaScript,,,PHP,,,SQL,
United Kingdom,<2,Back-End Web Developer,"<$20,000",,,C#,,,,,,,,,
India,<2,Back-End Web Developer,Rather not say,,,,Java,,,,,,,,
United States,<2,Back-End Web Developer,"<$20,000",,,,Java,JavaScript,Node.js,,PHP,,,SQL,
United States,2/5/2014,Back-End Web Developer,"$40,000 - $60,000",,,C#,,,,,,,,SQL,
Philippines,<2,Back-End Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
India,2/5/2014,Back-End Web Developer,"<$20,000",,,,,,,,,,,,.net
Ukraine,6/10/2014,Back-End Web Developer,,,,,Java,,,,,,,,scala
Russia,<2,Back-End Web Developer,"$20,000 - $40,000",,,,Java,JavaScript,,,,,Ruby,SQL,Scala
Australia,6/10/2014,Back-End Web Developer,"$40,000 - $60,000",,,C#,,,,,,,,SQL,
Germany,6/10/2014,Back-End Web Developer,Rather not say,,,,,JavaScript,Node.js,,PHP,Python,,SQL,
United States,6/10/2014,Back-End Web Developer,"$60,000 - $80,000",,,C#,Java,JavaScript,,,,,,,
Germany,6/10/2014,Database Administrator,Rather not say,,,,,,,,,,,,
India,2/5/2014,Database Administrator,,,,,,,,,,,,,
Romania,2/5/2014,Database Administrator,Rather not say,,,,,,,,,,,,
United States,11,Database Administrator,"$120,000 - $140,000",,,,,,,,,,,SQL,
India,6/10/2014,Database Administrator,Rather not say,,,,,JavaScript,,,,,,,
United States,2/5/2014,Database Administrator,,,,,,,,,,,,,
United Kingdom,11,Database Administrator,Rather not say,,,,,,,,,,,,
India,<2,Database Administrator,Rather not say,,,,,,,,,,,,
India,6/10/2014,Database Administrator,Rather not say,,,,,,,,,,,,
India,2/5/2014,Database Administrator,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,
New Zealand,2/5/2014,Database Administrator,Rather not say,,,C#,,JavaScript,,,,,,SQL,
United States,11,Database Administrator,Rather not say,,,C#,,,,,,,,SQL,
United States,6/10/2014,Database Administrator,"$60,000 - $80,000",,,,,,,,,,,SQL,Structured Query Reporting (SQR)
United States,6/10/2014,Database Administrator,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,
Russia,2/5/2014,Database Administrator,"<$20,000",,,C#,,JavaScript,,,,,,,
United States,<2,Database Administrator,"$40,000 - $60,000",,,,,,,,,,,SQL,
Ukraine,2/5/2014,Database Administrator,"<$20,000",,,C#,Java,,,Objective-C,,,,SQL,
Israel,11,Database Administrator,"$100,000 - $120,000",,,,,,,,,,,SQL,
United States,<2,Database Administrator,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Database Administrator,"$100,000 - $120,000",,,,,,,,,Python,,SQL,
India,<2,Database Administrator,Rather not say,C,,C#,,,,,,,,,
United States,6/10/2014,Database Administrator,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Database Administrator,"$60,000 - $80,000",,,,,,,,,,,SQL,
United States,6/10/2014,Database Administrator,"$20,000 - $40,000",,,,,JavaScript,,,,Python,,SQL,AppleScript
United States,6/10/2014,Database Administrator,"$100,000 - $120,000",,,C#,Java,,,,,,,SQL,
United States,6/10/2014,Database Administrator,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,
United States,<2,Database Administrator,"$20,000 - $40,000",,,,,,,,,,,SQL,
Poland,11,Database Administrator,"$40,000 - $60,000",,,,,,,,,,Ruby,SQL,PL/SQL
United States,6/10/2014,Database Administrator,"$60,000 - $80,000",,,C#,,,,,,,,SQL,
United Kingdom,<2,Database Administrator,Rather not say,,,,,,,,,,,,
South Africa,6/10/2014,Database Administrator,"$20,000 - $40,000",,,,,,,,,Python,Ruby,SQL,
United States,2/5/2014,Database Administrator,"$60,000 - $80,000",,,,,,,,,,,SQL,
United States,11,Database Administrator,"$60,000 - $80,000",C,,,Java,,,,PHP,,,SQL,
India,<2,Database Administrator,"<$20,000",,C++,,,,,,,,,SQL,mysql
France,6/10/2014,Database Administrator,"$40,000 - $60,000",,,,Java,,,,,,,,IBM SQL PL
India,<2,Database Administrator,"<$20,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Database Administrator,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
India,2/5/2014,Database Administrator,"<$20,000",,,,,,,,,,,SQL,oracle plsql
India,<2,Database Administrator,Rather not say,,,,,,,,,,,SQL,
Russia,6/10/2014,Database Administrator,"<$20,000",,,,,,,,,,,SQL,Delphi
United Kingdom,6/10/2014,Database Administrator,"$60,000 - $80,000",,,C#,,,,,,,,SQL,
United Kingdom,6/10/2014,Database Administrator,"$60,000 - $80,000",,,C#,,JavaScript,,,PHP,Python,,SQL,
United Kingdom,2/5/2014,Database Administrator,"$20,000 - $40,000",,,C#,,,,,PHP,,,,
United Kingdom,2/5/2014,Database Administrator,"$20,000 - $40,000",,,C#,Java,,,,,,,SQL,
United Kingdom,2/5/2014,Database Administrator,"$20,000 - $40,000",,,,,,,,,,,SQL,SSRS
United States,11,Database Administrator,"$80,000 - $100,000",,,,,,,,,,,SQL,Perl
Spain,11,Database Administrator,"$20,000 - $40,000",,,,,JavaScript,,,,,,SQL,vb.net
Latvia,11,Database Administrator,"$40,000 - $60,000",,,,,,,,,Python,,SQL,shell
United States,6/10/2014,Database Administrator,"$80,000 - $100,000",,,C#,,,,,,,,SQL,
United States,11,Database Administrator,"$80,000 - $100,000",,,,,,,,,,,SQL,PL/SQL
United States,11,Database Administrator,">$140,000",,,,,,,,,,,SQL,
Germany,11,Database Administrator,Rather not say,,,,,,,,PHP,,,SQL,PL/SQL
United States,11,Database Administrator,"$100,000 - $120,000",,,,,,,,,,,SQL,
United Kingdom,2/5/2014,Database Administrator,,,,,Java,,,,,Python,,SQL,Pl/SQL
United States,6/10/2014,Database Administrator,"$80,000 - $100,000",,,,,,,,,,,SQL,
United Kingdom,6/10/2014,Database Administrator,"$100,000 - $120,000",,,C#,,,,,,,,SQL,
United Kingdom,6/10/2014,Database Administrator,"$100,000 - $120,000",,,,,,,,,,,SQL,
India,<2,Database Administrator,"<$20,000",,,,,,,,,,,SQL,
United States,11,Database Administrator,Rather not say,,,,Java,JavaScript,,,PHP,,,,
United States,6/10/2014,Database Administrator,"$100,000 - $120,000",,,,,,,,,,,SQL,
United States,11,Database Administrator,">$140,000",,,C#,,,,,,,,SQL,
Croatia,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,,,,,,,
Chile,6/10/2014,Front-End Web Developer,,,,,,,,,,,,,
Argentina,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,,,,,,,,
Thailand,2/5/2014,Front-End Web Developer,Rather not say,,,,,,,,,,,,
Poland,6/10/2014,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
Sweden,6/10/2014,Front-End Web Developer,Rather not say,,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,Rather not say,,,,,,,,,,,,
Czech Republic,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,Node.js,,PHP,,,SQL,
Switzerland,2/5/2014,Front-End Web Developer,Rather not say,,C++,,,JavaScript,,,PHP,Python,,SQL,
United States,6/10/2014,Front-End Web Developer,Rather not say,,,,,,,,,,,,
Russia,2/5/2014,Front-End Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,SQL,
Israel,2/5/2014,Front-End Web Developer,,,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
United States,2/5/2014,Front-End Web Developer,"$80,000 - $100,000",,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,,,,,Java,,,,,,,,
India,<2,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
United Kingdom,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,,,,,,,,
India,6/10/2014,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
Germany,<2,Front-End Web Developer,"$40,000 - $60,000",,,,,,,,,,,,
India,<2,Front-End Web Developer,Rather not say,,,,,,,,,,,,
Vietnam,2/5/2014,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
Italy,6/10/2014,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
United Kingdom,6/10/2014,Front-End Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,PHP,,,SQL,
United States,2/5/2014,Front-End Web Developer,"$80,000 - $100,000",,,,,,,,,,,,
United States,11,Front-End Web Developer,"$60,000 - $80,000",,,,,JavaScript,Node.js,,PHP,,,SQL,
India,<2,Front-End Web Developer,Rather not say,,,C#,Java,JavaScript,,,,,,,
France,<2,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,
Bangladesh,<2,Front-End Web Developer,Rather not say,,,,,,,,,,,,
Vietnam,<2,Front-End Web Developer,"<$20,000",,,C#,,,,,,,,,
India,<2,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,
India,<2,Front-End Web Developer,"<$20,000",,,,,,,,,,,SQL,Perl
Ghana,6/10/2014,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
Saudi Arabia,2/5/2014,Front-End Web Developer,,,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,,,,,Java,JavaScript,,Objective-C,,,,SQL,
Canada,<2,Front-End Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,,,,,
Latvia,6/10/2014,Front-End Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,SQL,
South Korea,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,Node.js,,,,,,
United States,2/5/2014,Front-End Web Developer,"$60,000 - $80,000",,,,,,,,,,,,
Germany,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,,,,,,,,,,
India,<2,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
United States,2/5/2014,Front-End Web Developer,"$80,000 - $100,000",,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,Rather not say,,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,,
Germany,11,Front-End Web Developer,,,,,,,,,,,,,
United States,6/10/2014,Front-End Web Developer,Rather not say,,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
Spain,6/10/2014,Front-End Web Developer,Student / Unemployed,,,,,,,,,,,,
Algeria,11,Front-End Web Developer,,,,,,,,,,,,,
Lithuania,<2,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
India,<2,Front-End Web Developer,Student / Unemployed,,,,,,,,,,,,
United States,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,,,,,,,,,,
Canada,11,Front-End Web Developer,,,,,Java,JavaScript,,,,,,SQL,
India,<2,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
India,<2,Front-End Web Developer,,,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,"<$20,000",,,,,,,,,,,,
Slovenia,<2,Front-End Web Developer,Rather not say,,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,,,,,,,,,,,,,
India,<2,Front-End Web Developer,Rather not say,,,,Java,JavaScript,,,,,,,
Israel,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,,,,,,,,
France,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,
United States,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,,,,,,,,
United States,2/5/2014,Front-End Web Developer,,,,,,,,,,,,,
Puerto Rico,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,,,,,,,,
United States,2/5/2014,Front-End Web Developer,"$60,000 - $80,000",,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,,
Egypt,2/5/2014,Front-End Web Developer,Rather not say,,,,,,,,,,,,
China,<2,Front-End Web Developer,,,,,,,,,,,,,
United Kingdom,6/10/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,Ruby,SQL,
India,<2,Front-End Web Developer,,C,C++,,Java,JavaScript,,,PHP,,,,
India,<2,Front-End Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,SQL,JQUERY
United States,6/10/2014,Front-End Web Developer,"$120,000 - $140,000",,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,,,,,,,,,,,,,
India,<2,Front-End Web Developer,Rather not say,,,,,,,,,,,,
United States,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,,,,,,,
Romania,6/10/2014,Front-End Web Developer,,,,,,,,,,,,,
Canada,<2,Front-End Web Developer,"$20,000 - $40,000",,,,,,,,,,,,
Germany,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,,,,,,,,,,
United States,11,Front-End Web Developer,"$80,000 - $100,000",,,,,,,,,,,,
India,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,,,,,,,,
Russia,6/10/2014,Front-End Web Developer,Rather not say,,,,,JavaScript,,,PHP,Python,,,
United States,6/10/2014,Front-End Web Developer,"$80,000 - $100,000",,,,Java,JavaScript,,,PHP,,,SQL,
India,2/5/2014,Front-End Web Developer,Rather not say,C,C++,C#,Java,JavaScript,,,,,,SQL,
Australia,11,Front-End Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,,
Greece,2/5/2014,Front-End Web Developer,"$60,000 - $80,000",,,,,JavaScript,,,PHP,,,,
Egypt,<2,Front-End Web Developer,Rather not say,C,C++,C#,,JavaScript,,,,,,SQL,
United States,<2,Front-End Web Developer,Rather not say,,,,,,,,,,,SQL,CSS3 HTML5
Finland,<2,Front-End Web Developer,Rather not say,,,,,JavaScript,,,,,,,"HTML5, CSS3"
Mexico,<2,Front-End Web Developer,Student / Unemployed,,,C#,,,,,,,,SQL,
United States,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,,,,,,,,
Poland,6/10/2014,Front-End Web Developer,"<$20,000",,,,Java,JavaScript,,,PHP,,,SQL,
India,2/5/2014,Front-End Web Developer,"<$20,000",C,C++,C#,,,,,,,,,
United States,11,Front-End Web Developer,"$40,000 - $60,000",,,,,,,,PHP,,,,
United States,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,Objective-C,PHP,,,,
United States,11,Front-End Web Developer,"$80,000 - $100,000",,,,,JavaScript,,,PHP,,,,
Ukraine,2/5/2014,Front-End Web Developer,Rather not say,C,C++,,,JavaScript,,,,,,SQL,
Russia,11,Front-End Web Developer,"$60,000 - $80,000",,,,Java,JavaScript,,,,,,SQL,
Finland,<2,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,,,PHP,,,,
India,<2,Front-End Web Developer,"<$20,000",,,C#,,,,,PHP,Python,Ruby,,
Australia,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,,Python,,,
Iran,11,Front-End Web Developer,"<$20,000",,,C#,,JavaScript,Node.js,,PHP,,,SQL,
Brazil,2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,,
India,2/5/2014,Front-End Web Developer,Rather not say,,,,Java,JavaScript,,,,,,SQL,"JSF, RichFces, Primefaces, EJB, JPA, JQuery"
India,2/5/2014,Front-End Web Developer,"<$20,000",C,C++,,Java,JavaScript,Node.js,,,Python,,,
India,<2,Front-End Web Developer,Rather not say,,,C#,,,,,,,,,VB6
Netherlands,11,Front-End Web Developer,"$80,000 - $100,000",,,,,JavaScript,Node.js,,PHP,,,SQL,
India,<2,Front-End Web Developer,,,,,,JavaScript,,,PHP,,Ruby,,
United States,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,,,,SQL,"VB.NET, ASP.NET"
India,2/5/2014,Front-End Web Developer,"<$20,000",,,,Java,JavaScript,,,,,,SQL,flex
China,<2,Front-End Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,,
Canada,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,Node.js,,,Python,,,
United States,2/5/2014,Front-End Web Developer,,C,,C#,Java,,,,,,,,
United States,<2,Front-End Web Developer,"$60,000 - $80,000",,C++,,,JavaScript,,,,,,,
India,2/5/2014,Front-End Web Developer,Rather not say,,C++,,,JavaScript,Node.js,,PHP,Python,Ruby,SQL,
United Kingdom,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,Node.js,,PHP,,Ruby,,
France,6/10/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,Node.js,,,,,,Angular
India,2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,,,,,
United States,11,Front-End Web Developer,"$100,000 - $120,000",,,,,JavaScript,Node.js,,,,,,
India,<2,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,,
United Kingdom,2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,,
Macedonia [FYROM],2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,,,,,
Tunisia,<2,Front-End Web Developer,Student / Unemployed,,,,Java,JavaScript,,,,,,,
France,6/10/2014,Front-End Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,Node.js,,PHP,,,SQL,
United States,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,,,PHP,,,SQL,
United Kingdom,2/5/2014,Front-End Web Developer,"$60,000 - $80,000",,,,,JavaScript,,,,,,,
Nepal,2/5/2014,Front-End Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,SQL,
United States,6/10/2014,Front-End Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,,
Brazil,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,,,,SQL,
Germany,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,,,PHP,,,,
Lithuania,<2,Front-End Web Developer,"<$20,000",,,,Java,JavaScript,,,,,,,
United States,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,
India,<2,Front-End Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,,
Italy,2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,,,,,
India,<2,Front-End Web Developer,Rather not say,,,C#,Java,JavaScript,Node.js,,PHP,,,,
India,<2,Front-End Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,SQL,
India,6/10/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,
India,<2,Front-End Web Developer,"<$20,000",,,,Java,JavaScript,,,PHP,,,,
Costa Rica,6/10/2014,Front-End Web Developer,,,,,Java,JavaScript,Node.js,,PHP,Python,,,"CSS, HTML5"
Argentina,2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,,
Portugal,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,,,,PHP,,,,
United States,2/5/2014,Front-End Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
Russia,2/5/2014,Front-End Web Developer,Rather not say,C,,,,JavaScript,,,PHP,,,SQL,
Mexico,6/10/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,,,PHP,,,SQL,
Poland,<2,Front-End Web Developer,"<$20,000",,,,Java,JavaScript,,,PHP,,,,jQuery
Spain,6/10/2014,Front-End Web Developer,"$40,000 - $60,000",,,,Java,,,,,,,,VB.NET
Germany,6/10/2014,Front-End Web Developer,,,,,,JavaScript,,,,,,,
France,6/10/2014,Front-End Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,,,,,,SQL,
Greece,<2,Front-End Web Developer,Student / Unemployed,,,,Java,JavaScript,,,,,,,
United States,11,Front-End Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,,,,,"asp.net, html, css"
Norway,6/10/2014,Front-End Web Developer,"$100,000 - $120,000",,,,,JavaScript,,,,,,,
Canada,2/5/2014,Front-End Web Developer,,,,,,JavaScript,,,PHP,,,SQL,
United Kingdom,11,Front-End Web Developer,"$100,000 - $120,000",,,,,JavaScript,,,,,,,"CSS, HTML, ActionScript, Flash"
Belgium,11,Front-End Web Developer,Rather not say,,,,,JavaScript,,,,,,,
United Kingdom,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,
France,<2,Front-End Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,
United States,6/10/2014,Front-End Web Developer,,,,,,JavaScript,,,PHP,,Ruby,,
United States,6/10/2014,Front-End Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,,
India,<2,Front-End Web Developer,"<$20,000",,,C#,,,,,,,,,
India,2/5/2014,Front-End Web Developer,"<$20,000",,,,Java,JavaScript,,,PHP,,,SQL,"YII, codeigniter"
France,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,,
United Kingdom,2/5/2014,Front-End Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,,,PHP,,,SQL,
Japan,2/5/2014,Front-End Web Developer,"$60,000 - $80,000",,,,,JavaScript,Node.js,,,,,,
United States,2/5/2014,Front-End Web Developer,"$80,000 - $100,000",,,,,JavaScript,Node.js,,,,,,NSIS
Belgium,11,Front-End Web Developer,"$60,000 - $80,000",,,,,JavaScript,,,,,,,
India,2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,vb.net
United States,2/5/2014,Front-End Web Developer,"$80,000 - $100,000",,,,,JavaScript,Node.js,,,,,,
United Kingdom,6/10/2014,Front-End Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Front-End Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,,
Lithuania,2/5/2014,Front-End Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,SQL,
Sweden,6/10/2014,Front-End Web Developer,"$60,000 - $80,000",,,,,JavaScript,,,,,,,Coffeescript
United States,<2,Front-End Web Developer,Student / Unemployed,C,C++,,,JavaScript,,,PHP,Python,Ruby,SQL,
Denmark,<2,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,Python,,SQL,
Israel,2/5/2014,Front-End Web Developer,"<$20,000",,,,,JavaScript,Node.js,,PHP,,,SQL,
United Kingdom,6/10/2014,Front-End Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,,
Iran,2/5/2014,Front-End Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,SQL,
United States,11,Front-End Web Developer,"$100,000 - $120,000",,,,,JavaScript,,,,,,,
India,2/5/2014,Front-End Web Developer,Rather not say,,,,,JavaScript,Node.js,,PHP,,,SQL,
Serbia,6/10/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,,,PHP,Python,,SQL,
India,2/5/2014,Front-End Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,SQL,
Belgium,11,Front-End Web Developer,Rather not say,,,,,JavaScript,,,,,Ruby,SQL,
Canada,2/5/2014,Front-End Web Developer,Rather not say,,,,,JavaScript,,,,,Ruby,,
Canada,2/5/2014,Front-End Web Developer,"$80,000 - $100,000",,,,Java,JavaScript,,,,Python,,SQL,
Poland,<2,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,
United States,2/5/2014,Front-End Web Developer,Rather not say,,,,Java,JavaScript,,,,,,,
Bosnia and Herzegovina,2/5/2014,Front-End Web Developer,Student / Unemployed,,,,,JavaScript,,,PHP,,,,
Germany,<2,Front-End Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,
Singapore,2/5/2014,Front-End Web Developer,"$40,000 - $60,000",,,C#,Java,JavaScript,,,PHP,,,SQL,
Netherlands,11,Front-End Web Developer,"$100,000 - $120,000",,,,,JavaScript,,,PHP,,,,
Germany,6/10/2014,Front-End Web Developer,"$40,000 - $60,000",,C++,,,JavaScript,Node.js,,PHP,,,,
India,<2,Front-End Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
